competition,result,round,group,rane,finish,athlete_id,tournament_id,grade,established_date,information,condition,official
man_1500m,258400,記録会,8,15,10,87,331,b3,2014-03-27,,,true
man_800m,131700,記録会,12,1,7,74,334,b4,2014-04-26,,,true
man_1500m,281750,記録会,6,7,19,86,334,b4,2014-04-26,,,true
man_10000m,"",記録会,"","","",87,334,b4,2014-04-26,DNF,,true
man_1500m,"",記録会,"","","",86,335,b4,2014-04-29,DNS,,true
man_1500m,264890,記録会,2,9,10,86,336,b4,2014-05-03,,,true
man_800m,"",記録会,10,5,"",74,336,b4,2014-05-03,DNS,,true
man_800m,133970,予選,1,7,5,86,340,b4,2014-06-07,,,true
man_1500m,286390,予選,2,10,9,86,340,b4,2014-06-07,,,true
man_1500m,"",予選,2,11,"",71,340,b4,2014-06-07,DNS,,true
man_5000m,944070,決勝,"",11,10,87,340,b4,2014-06-07,,,true
man_5000m,1059770,決勝,"",24,23,68,340,m2,2014-06-07,,,true
man_5000m,995760,決勝,"",25,20,93,340,b1,2014-06-07,,,true
man_800m,"",決勝,1,7,"",74,342,b4,2014-06-28,DNS,,true
man_800m,129480,決勝,2,8,7,86,342,b4,2014-06-28,,,true
man_1500m,275630,決勝,1,16,15,86,342,b4,2014-06-28,,,true
man_1500m,"",決勝,1,11,"",74,342,b4,2014-06-28,DNS,,true
man_1500m,278120,決勝,2,5,6,71,342,b4,2014-06-28,,,true
man_5000m,938740,決勝,"",7,"",87,342,b4,2014-06-28,,,true
man_5000m,976970,決勝,"",31,"",93,342,b1,2014-06-28,,,true
man_5000m,1044180,決勝,"",26,"",68,342,m2,2014-06-28,,,true
man_5000m,1077210,OP,"",13,"",71,342,b4,2014-06-28,,,true
man_5000m,1106300,OP,"",29,"",98,342,b1,2014-06-28,,,true
man_5000m,1113370,OP,"",30,"",96,342,b1,2014-06-28,,,true
man_5000m,1246690,OP,"",27,"",102,342,b1,2014-06-28,,,true
man_5000m,1039090,記録会,1,21,8,86,146,b4,2008-03-27,,,true
man_5000m,1103130,記録会,1,22,13,68,146,m2,2008-03-27,,,true
man_800m,140140,予選,1,2,6,99,345,b1,2014-09-14,,,true
man_800m,124110,予選,4,3,3,86,345,b4,2014-09-14,,,true
man_800m,129090,予選,5,3,7,74,345,b4,2014-09-14,,,true
man_800m,125270,準決勝,2,2,8,86,345,b4,2014-09-14,,,true
man_1500m,291080,予選,2,13,12,74,345,b4,2014-09-14,,,true
man_1500m,269430,予選,3,13,9,86,345,b4,2014-09-14,,,true
man_1500m,269710,予選,4,15,10,71,345,b4,2014-09-14,,,true
man_1500m,"",OP,2,5,"",68,345,m2,2014-09-14,DNS,,true
man_1500m,"",OP,2,12,"",142,345,b1,2014-09-14,DQ,,true
man_1500m,277000,OP,2,13,7,102,345,b1,2014-09-14,PB,,true
man_3000mSC,611570,決勝,2,7,"",93,345,b1,2014-09-14,,電通大五傑更新!!,true
man_3000mSC,627040,決勝,2,12,"",87,345,b4,2014-09-14,,,true
man_5000m,1029160,決勝,1,15,17,96,345,b1,2014-09-14,PB,,true
man_5000m,987240,決勝,2,19,23,87,345,b4,2014-09-14,,,true
man_5000m,1061120,決勝,2,24,28,93,345,b1,2014-09-14,,,true
man_5000m,"",OP,1,16,"",71,345,b4,2014-09-14,DNS,,true
man_5000m,1044180,OP,3,4,"",68,345,m2,2014-09-14,,,true
man_5000m,1105620,OP,3,10,"",98,345,b1,2014-09-14,,,true
woman_800m,158580,予選,1,7,2,92,345,b2,2014-09-14,,,true
woman_800m,158190,決勝,1,6,"",92,345,b2,2014-09-14,,電通大五傑更新!!,true
man_1500m,271510,記録会,3,"","",86,208,b4,2009-11-14,,,true
man_800m,130440,記録会,"","","",86,208,b4,2009-11-14,,,true
man_800m,128930,記録会,"","","",74,208,b4,2009-11-14,,,true
man_5000m,1096340,記録会,2,"","",102,208,b1,2009-11-14,,,true
man_5000m,1209490,記録会,2,"","",142,208,b1,2009-11-14,,,true
man_5000m,1102060,記録会,2,"","",98,208,b1,2009-11-14,,,true
man_5000m,1034270,記録会,3,"","",96,208,b1,2009-11-14,,,true
man_5000m,1104610,記録会,3,"","",99,208,b1,2009-11-14,,,true
man_5000m,1117530,記録会,4,"","",68,208,m2,2009-11-14,,,true
man_5000m,1064010,記録会,5,"","",71,208,b4,2009-11-14,,,true
man_5000m,"",記録会,5,"","",87,208,b4,2009-11-14,DNS,,true
man_5000m,"",記録会,6,"","",93,208,b1,2009-11-14,DNS,,true
man_1500m,278190,予選,1,14,14,86,349,b4,2014-10-24,,,true
man_800m,124470,予選,5,7,6,74,349,b4,2014-10-24,,,true
man_800m,134050,予選,6,2,8,86,349,b4,2014-10-24,,,true
man_3000mSC,623470,決勝,2,7,12,93,349,b1,2014-10-24,,,true
woman_800m,159920,予選,3,3,5,92,349,b2,2014-10-24,,,true
man_5000m,"",決勝,1,12,"",87,349,b4,2014-10-24,DNS,,true
man_5000m,999120,決勝,2,16,21,93,349,b1,2014-10-24,,,true
man_5000m,1058010,決勝,2,7,26,71,349,b4,2014-10-24,,,true
man_5000m,1025900,OP,4,14,10,96,349,b1,2014-10-24,PB,,true
man_5000m,1052940,OP,4,24,24,99,349,b1,2014-10-24,,,true
man_5000m,1059630,OP,4,37,25,102,349,b1,2014-10-24,PB,,true
man_5000m,1073940,OP,4,35,29,98,349,b1,2014-10-24,,,true
man_5000m,1108380,OP,4,21,34,68,349,m2,2014-10-24,,,true
man_5000m,1154620,OP,4,29,36,142,349,b1,2014-10-24,PB,,true
man_800m,128840,記録会,4,1,3,86,350,b4,2014-11-01,,,true
man_1500m,301830,記録会,1,3,9,80,350,m1,2014-11-01,,,true
man_1500m,312640,記録会,1,2,10,100,350,b1,2014-11-01,,,true
woman_800m,151720,記録会,1,5,1,75,350,b4,2014-11-01,,,true
man_1500m,257640,記録会,2,7,8,86,350,b4,2014-11-01,,,true
man_800m,135000,記録会,3,4,6,86,351,b4,2014-11-03,,,true
man_800m,127110,記録会,3,8,3,93,351,b1,2014-11-03,,,true
man_800m,129050,記録会,5,10,1,102,351,b1,2014-11-03,,,true
man_1500m,261640,記録会,1,2,11,86,351,b4,2014-11-03,,,true
man_1500m,260300,記録会,2,19,2,93,351,b1,2014-11-03,,,true
man_1500m,272860,記録会,3,18,1,102,351,b1,2014-11-03,,,true
man_800m,120410,記録会,5,1,3,69,352,m2,2014-11-08,,,true
man_5000m,1060460,記録会,1,6,10,102,353,b1,2014-11-16,,,true
man_5000m,1089220,記録会,1,7,23,98,353,b1,2014-11-16,,,true
man_5000m,1029600,記録会,2,11,12,68,353,m2,2014-11-16,,,true
man_5000m,999650,記録会,3,6,4,96,353,b1,2014-11-16,PB,,true
man_5000m,1064470,記録会,3,7,39,99,353,b1,2014-11-16,,,true
man_5000m,1099540,記録会,4,5,47,71,353,b4,2014-11-16,,,true
man_5000m,989210,記録会,8,10,23,86,353,b4,2014-11-16,,,true
man_5000m,966820,記録会,9,16,13,93,353,b1,2014-11-16,,,true
man_5000m,987900,記録会,10,9,27,87,353,b4,2014-11-16,,,true
man_5000m,952070,記録会,14,7,17,74,353,b4,2014-11-16,,,true
man_5000m,"",記録会,1,8,"",142,353,b1,2014-11-16,DNS,,true
man_10000m,"",記録会,2,31,"",74,354,b4,2014-12-06,DNS,,true
man_5000m,1180230,記録会,1,13,41,142,354,b1,2014-12-06,,,true
man_5000m,1064840,記録会,2,8,34,98,354,b1,2014-12-06,,,true
man_5000m,1064020,記録会,2,9,33,102,354,b1,2014-12-06,,,true
man_5000m,1028570,記録会,4,4,31,68,354,m2,2014-12-06,,,true
man_5000m,1046110,記録会,4,5,38,71,354,b4,2014-12-06,,,true
man_5000m,"",記録会,6,18,"",96,354,b1,2014-12-06,DNS,,true
man_5000m,974400,記録会,9,21,18,86,354,b4,2014-12-06,,,true
man_5000m,985850,記録会,10,7,29,87,354,b4,2014-12-06,,,true
man_5000m,987830,記録会,12,13,31,93,354,b1,2014-12-06,,,true
man_5000m,950880,記録会,15,14,25,74,354,b4,2014-12-06,,,true
man_5000m,971020,記録会,4,21,"",93,186,b1,2009-03-21,,,true
man_5000m,1023280,記録会,5,19,"",74,186,b4,2009-03-21,,,true
man_5000m,1074510,記録会,1,3,8,102,360,b1,2015-03-28,,,true
man_3000mSC,622880,記録会,3,14,15,93,360,b1,2015-03-28,,,true
woman_800m,"",記録会,1,7,"",92,361,b2,2015-03-29,,機械トラブルのため中止,true
man_1500m,275300,記録会,7,7,22,102,364,b2,2015-04-25,,,true
man_1500m,256160,記録会,11,9,14,93,364,b2,2015-04-25,PB,,true
man_5000m,1101730,記録会,1,10,18,99,364,b2,2015-04-25,,,true
man_5000m,1076460,記録会,2,15,33,98,364,b2,2015-04-25,,,true
man_1500m,"",記録会,"","","",86,365,m1,2015-05-02,,,true
man_1500m,256920,決勝,2,9,7,93,369,b2,2015-05-30,,,true
man_1500m,278440,決勝,2,12,11,86,369,m1,2015-05-30,,,true
man_1500m,"",決勝,2,13,"",102,369,b2,2015-05-30,,,true
man_800m,146580,予選,3,2,6,98,369,b2,2015-05-30,,,true
woman_800m,158520,決勝,2,7,8,92,369,b3,2015-05-30,,８位入賞！,true
man_5000m,"",決勝,1,18,"",87,369,m1,2015-05-30,,,true
man_5000m,981130,決勝,1,13,15,93,369,b2,2015-05-30,,,true
man_5000m,1088960,決勝,1,27,24,108,369,b1,2015-05-30,,,true
man_1500m,269700,記録会,2,10,"",86,372,m1,2015-06-20,,,true
man_800m,136640,記録会,5,1,"",86,372,m1,2015-06-20,,,true
man_800m,129170,TR,2,6,6,86,373,m1,2015-07-05,,,true
man_800m,126670,TR,2,7,5,93,373,b2,2015-07-05,,,true
man_800m,"",TR,2,8,"",102,373,b2,2015-07-05,,,true
man_1500m,254760,TR,1,13,9,93,373,b2,2015-07-05,,,true
man_1500m,264700,TR,1,16,16,86,373,m1,2015-07-05,,,true
man_1500m,274580,TR,2,5,12,99,373,b2,2015-07-05,,,true
man_1500m,277490,OP,1,14,17,102,373,b2,2015-07-05,,,true
man_1500m,273130,OP,1,20,12,108,373,b1,2015-07-05,,,true
man_1500m,332570,OP,1,21,22,107,373,b1,2015-07-05,,,true
man_5000m,999070,TR,1,27,19,108,373,b1,2015-07-05,,,true
man_5000m,1008090,TR,1,7,22,87,373,m1,2015-07-05,,,true
man_5000m,1108290,TR,1,28,27,98,373,b2,2015-07-05,,,true
man_5000m,1012630,OP,2,14,5,106,373,b1,2015-07-05,,,true
woman_800m,159690,TR,1,5,5,92,373,b3,2015-07-05,,６位入賞！,true
man_800m,124530,決勝,2,7,1,102,376,b2,2015-08-30,PB,,true
man_800m,130660,予選,1,7,6,86,379,m1,2015-09-20,,,true
man_800m,121670,予選,7,2,3,102,379,b2,2015-09-20,PB,,true
man_800m,123150,準決勝,1,2,7,102,379,b2,2015-09-20,,,true
man_1500m,267960,予選,1,14,12,106,379,b1,2015-09-20,,,true
man_1500m,260150,予選,2,5,6,86,379,m1,2015-09-20,,,true
man_1500m,254440,予選,4,17,5,87,379,m1,2015-09-20,,,true
man_5000m,"",予選,1,6,"",108,379,b1,2015-09-20,,,true
man_5000m,974340,予選,1,8,2,87,379,m1,2015-09-20,,,true
woman_800m,157900,予選,1,8,"",92,379,b3,2015-09-20,PB,,true
man_1500m,261650,予選,3,4,14,102,380,b2,2015-10-10,,,true
man_1500m,277820,予選,4,10,13,86,380,m1,2015-10-10,,,true
man_10000m,2028210,決勝,1,3,10,87,380,m1,2015-10-10,,,true
man_10000m,2020130,決勝,1,6,9,108,380,b1,2015-10-10,,,true
man_800m,120910,予選,6,3,4,102,380,b2,2015-10-10,,,true
man_800m,128590,予選,7,1,9,86,380,m1,2015-10-10,,,true
man_1500m,309800,十種,"","",16,100,380,b2,2015-10-10,,,true
woman_800m,164260,準決勝,2,5,7,92,380,b3,2015-10-10,,,true
man_5000m,"",決勝,1,4,"",93,380,b2,2015-10-10,,,true
man_5000m,"",決勝,1,11,"",106,380,b1,2015-10-10,,,true
man_5000m,965840,決勝,2,20,16,87,380,m1,2015-10-10,,,true
man_5000m,1032740,OP,2,1,24,86,380,m1,2015-10-10,,,true
man_5000m,985150,OP,2,7,14,108,380,b1,2015-10-10,,,true
man_5000m,1015330,OP,3,15,18,99,380,b2,2015-10-10,,,true
man_5000m,1045140,OP,3,29,22,102,380,b2,2015-10-10,,,true
man_5000m,1134850,OP,4,7,20,107,380,b1,2015-10-10,,,true
man_5000m,1093630,OP,4,15,17,98,380,b2,2015-10-10,,,true
man_800m,120980,記録会,8,5,2,102,382,b2,2015-10-30,PB,,true
man_5000m,1127070,記録会,1,15,21,107,382,b1,2015-10-30,,,true
man_5000m,956300,記録会,3,14,13,108,382,b2,2015-10-30,PB,,true
man_5000m,938450,記録会,3,15,7,87,382,b1,2015-10-30,,,true
man_5000m,991840,記録会,2,13,21,99,382,m1,2015-10-30,,,true
man_800m,135900,記録会,6,4,"",86,383,m1,2015-11-08,,公認手動,true
man_800m,126000,記録会,8,6,"",90,383,m1,2015-11-08,,公認手動,true
man_800m,136300,記録会,10,1,"",80,383,m2,2015-11-08,,公認手動,true
man_5000m,952600,記録会,3,22,"",108,383,b2,2015-11-08,PB,公認手動,true
man_1500m,321100,十種,"","","",100,383,b2,2015-11-08,,,true
man_1500m,294910,十種,"","","",79,383,m1,2015-11-08,,,true
woman_800m,160310,七種,"","","",85,383,b4,2015-11-08,,,true
man_1500m,274730,記録会,2,20,18,86,383,m1,2015-11-08,,,true
man_5000m,1115940,記録会,1,5,23,107,384,b1,2015-11-15,,,true
man_5000m,1082050,記録会,2,5,32,98,384,b2,2015-11-15,,,true
man_5000m,1075010,記録会,4,10,37,102,384,b2,2015-11-15,,,true
man_5000m,"",記録会,7,17,"",86,384,m1,2015-11-15,,,true
man_5000m,1077230,記録会,1,14,7,107,385,b1,2015-12-06,PB,,true
man_5000m,1053950,記録会,3,15,28,98,385,b2,2015-12-06,,,true
man_5000m,1092670,記録会,4,14,38,102,385,b2,2015-12-06,,,true
man_5000m,1002880,記録会,9,24,26,93,385,b2,2015-12-06,,,true
man_5000m,1034680,記録会,12,6,47,108,385,b1,2015-12-06,,,true
man_5000m,955510,記録会,19,11,35,87,385,m1,2015-12-06,,,true
man_800m,"",,"","","",93,387,b2,2015-10-18,,,true
man_1500m,"",,"","","",93,387,b2,2015-10-18,,,true
man_800m,124600,,5,4,6,102,387,b2,2015-10-18,,,true
man_1500m,270890,,1,1,13,102,387,b2,2015-10-18,,,true
man_800m,127910,,4,9,7,86,387,m1,2015-10-18,,,true
man_1500m,263510,,2,24,"",86,387,m1,2015-10-18,,,true
woman_800m,161550,,3,4,5,92,387,b3,2015-10-18,,,true
woman_1500m,339490,,2,6,10,92,387,b3,2015-10-18,,,true
man_5000m,1023030,記録会,1,"","",99,392,b2,2016-03-27,,,true
man_3000mSC,639440,記録会,2,"","",93,392,b2,2016-03-27,,,true
man_1500m,260620,記録会,3,7,8,87,394,m2,2016-04-30,,,true
man_5000m,1156570,記録会,1,11,21,98,394,b3,2016-04-30,,,true
man_5000m,1023850,記録会,1,8,8,106,394,b2,2016-04-30,,,true
man_5000m,1128680,記録会,1,10,20,107,394,b2,2016-04-30,,,true
man_5000m,998400,記録会,2,9,15,87,394,m2,2016-04-30,,,true
man_5000m,983630,記録会,2,11,10,108,394,b2,2016-04-30,,,true
man_1500m,258110,対校戦,2,10,5,87,399,m2,2016-05-29,,,true
man_5000m,980730,対校戦,1,20,17,87,399,m2,2016-05-29,,,true
man_5000m,1092650,OP,3,23,14,99,399,b3,2016-05-29,,,true
man_5000m,1101720,OP,3,33,16,98,399,b3,2016-05-29,,,true
man_5000m,988340,対校戦,1,24,18,108,399,b2,2016-05-29,,,true
man_5000m,1034320,対校戦,1,25,21,106,399,b2,2016-05-29,,,true
man_5000m,1181440,OP,3,25,25,107,399,b2,2016-05-29,,,true
woman_800m,167200,対校戦,2,7,5,92,399,b4,2016-05-29,,7位入賞！,true
man_800m,135000,予選,"","","",102,400,b3,2016-06-12,,,true
man_1500m,281710,予選,"","","",99,400,b3,2016-06-12,,,true
man_1500m,276260,予選,"","","",93,400,b3,2016-06-12,,,true
man_5000m,997140,TR,"","","",106,400,b2,2016-06-12,,,true
man_5000m,1034470,TR,"","","",108,400,b2,2016-06-12,,,true
man_5000m,981220,TR,"","","",87,400,m2,2016-06-12,,,true
man_5000m,1121210,OP,"","","",98,400,b3,2016-06-12,,,true
man_5000m,1082620,OP,"","","",107,400,b2,2016-06-12,,,true
man_5000m,1061250,OP,"","","",113,400,b1,2016-06-12,,,true
man_5000m,1086390,OP,"","","",111,400,b1,2016-06-12,,,true
man_1500m,252710,記録会,3,5,4,106,401,b2,2016-07-02,,,true
man_10000m,2216710,記録会,1,15,25,87,401,m2,2016-07-02,,,true
man_1500m,261960,記録会,1,15,"",93,402,b3,2016-07-09,,,true
man_5000m,954010,記録会,1,11,"",87,402,m2,2016-07-09,,,true
man_5000m,984300,記録会,1,22,"",106,402,b2,2016-07-09,,,true
man_5000m,1132660,記録会,2,20,"",98,402,b3,2016-07-09,,,true
man_5000m,1103670,記録会,2,19,"",107,402,b2,2016-07-09,,,true
man_5000m,1011610,記録会,2,18,"",111,402,b1,2016-07-09,,,true
man_5000m,1012150,記録会,2,17,"",113,402,b1,2016-07-09,,,true
man_1500m,248820,予選,1,8,4,93,406,b3,2016-09-11,PB,,true
man_1500m,251710,予選,1,13,3,87,406,m2,2016-09-11,,,true
man_1500m,256000,予選,1,23,7,106,406,b2,2016-09-11,PB,,true
man_3000mSC,648020,決勝,3,8,3,108,406,b2,2016-09-11,,,true
man_1500m,298820,OP,2,9,11,86,406,m2,2016-09-11,,,true
man_1500m,285020,OP,2,10,10,99,406,b3,2016-09-11,,,true
man_1500m,252610,決勝,1,3,14,87,406,m2,2016-09-11,,,true
man_1500m,256040,決勝,1,5,16,93,406,b3,2016-09-11,,,true
man_800m,132670,予選,6,1,8,86,406,m2,2016-09-11,,,true
man_800m,125110,予選,7,1,5,102,406,b3,2016-09-11,,,true
woman_800m,170990,予選,3,8,"",92,406,b4,2016-09-11,,,true
man_5000m,976180,OP,1,8,6,93,406,b3,2016-09-11,,,true
man_5000m,1100940,OP,3,5,19,86,406,m2,2016-09-11,,,true
man_5000m,1090930,OP,4,1,8,102,406,b3,2016-09-11,,,true
man_5000m,1135410,OP,4,9,14,107,406,b2,2016-09-11,,,true
man_5000m,1036690,OP,4,10,1,99,406,b3,2016-09-11,,,true
man_5000m,1088550,OP,4,12,7,98,406,b3,2016-09-11,,,true
man_5000m,"",決勝,2,6,"",87,406,m2,2016-09-11,,,true
man_5000m,"",決勝,2,16,"",108,406,b2,2016-09-11,,,true
man_5000m,"",決勝,2,17,"",106,406,b2,2016-09-11,,,true
man_800m,133060,予選,5,7,"",102,407,b3,2016-09-21,,,true
man_800m,136270,予選,4,8,"",86,407,m2,2016-09-21,,,true
man_1500m,252630,予選,1,"",7,87,407,m2,2016-09-21,PB,,true
man_1500m,269470,予選,2,"",13,86,407,m2,2016-09-21,,,true
man_1500m,277350,予選,3,"",16,99,407,b3,2016-09-21,PB,,true
man_1500m,250490,OP,1,"",10,93,407,b3,2016-09-21,,,true
man_1500m,273140,OP,4,"",11,113,407,b1,2016-09-21,,,true
man_1500m,288220,OP,4,"",20,107,407,b2,2016-09-21,,,true
man_5000m,945860,OP,1,"",2,87,407,m2,2016-09-21,,,true
man_5000m,973170,OP,1,"",12,108,407,b2,2016-09-21,,,true
man_5000m,993930,OP,1,"",20,106,407,b2,2016-09-21,,,true
man_5000m,995770,OP,1,"",18,93,407,b3,2016-09-21,,,true
man_5000m,1009940,OP,3,"",18,86,407,m2,2016-09-21,,,true
man_5000m,1032120,OP,3,"",25,113,407,b1,2016-09-21,,,true
man_5000m,1035770,OP,2,"",28,99,407,b3,2016-09-21,,,true
man_5000m,1042930,OP,3,"",23,111,407,b1,2016-09-21,,,true
man_5000m,1083000,OP,4,"",23,102,407,b3,2016-09-21,,,true
man_5000m,1101510,OP,4,"",26,98,407,b3,2016-09-21,,,true
man_5000m,1105510,OP,4,"",27,107,407,b2,2016-09-21,,,true
man_10000m,2036670,決勝,1,"",7,106,407,b2,2016-09-21,,,true
man_10000m,2072520,決勝,2,"",27,108,407,b2,2016-09-21,,,true
man_3000mSC,607950,OP,2,"",7,93,407,b3,2016-09-21,大雨,,true
man_3000mSC,638260,OP,1,"",11,111,407,b1,2016-09-21,大雨,,true
man_3000mSC,"",OP,1,"",19,108,407,b2,2016-09-21,大雨,,true
woman_800m,172550,予選,5,32,"",92,407,b4,2016-09-21,,,true
man_1500m,247900,記録会,7,"","",87,409,m2,2016-10-22,,,true
man_800m,125320,TR,4,"","",93,410,b3,2016-10-29,PB,,true
man_800m,125790,TR,2,"","",102,410,b3,2016-10-29,,,true
man_800m,146800,TR,4,"","",86,410,m2,2016-10-29,,,true
woman_800m,"",TR,4,"","",92,410,b4,2016-10-29,DNS,,true
man_1500m,258940,TR,2,"","",93,410,b3,2016-10-29,,,true
man_1500m,"",TR,2,"","",102,410,b3,2016-10-29,DNS,,true
man_1500m,260220,TR,4,"","",86,410,m2,2016-10-29,,,true
woman_1500m,"",TR,2,"","",92,410,b4,2016-10-29,DNS,,true
man_800m,128050,記録会,5,5,"",102,411,b3,2016-11-06,,,true
man_1500m,"",記録会,1,4,"",87,411,m2,2016-11-06,,,true
man_1500m,258090,記録会,2,7,"",93,411,b3,2016-11-06,,,true
man_1500m,259990,記録会,3,11,"",86,411,m2,2016-11-06,,,true
man_5000m,"",記録会,1,12,"",87,411,m2,2016-11-06,,,true
man_5000m,992320,記録会,3,2,"",108,411,b2,2016-11-06,,,true
man_5000m,974360,記録会,3,17,"",106,411,b2,2016-11-06,,,true
man_5000m,979570,記録会,3,18,"",93,411,b3,2016-11-06,,,true
man_5000m,989320,記録会,4,6,"",86,411,m2,2016-11-06,,,true
man_5000m,1012710,記録会,4,14,"",111,411,b1,2016-11-06,,,true
man_5000m,"",記録会,5,13,"",102,411,b3,2016-11-06,,,true
man_5000m,1138830,記録会,5,14,"",98,411,b3,2016-11-06,,,true
man_1500m,275710,記録会,2,9,"",86,412,m2,2016-11-27,,,true
man_5000m,1013810,記録会,3,7,"",111,412,b1,2016-11-27,,,true
man_5000m,968200,記録会,5,11,"",108,412,b2,2016-11-27,,,true
man_5000m,970100,記録会,5,12,"",86,412,m2,2016-11-27,,,true
man_5000m,945280,記録会,6,13,"",93,412,b3,2016-11-27,,,true
man_5000m,937500,記録会,6,14,"",106,412,b2,2016-11-27,,,true
man_5000m,944000,記録会,10,14,"",87,412,m2,2016-11-27,,,true
man_10000m,1953540,記録会,1,23,1,106,413,b2,2016-12-03,,,true
man_10000m,2006790,記録会,1,24,18,108,413,b2,2016-12-03,,,true
man_5000m,1084030,記録会,1,"","",107,413,b2,2016-12-03,,,true
man_5000m,"",記録会,1,"","",98,413,b3,2016-12-03,,,true
man_5000m,1028730,記録会,11,"","",86,413,m2,2016-12-03,,,true
man_5000m,994420,記録会,2,15,"",86,416,m2,2016-12-23,,,true
man_5000m,1001990,記録会,2,20,"",99,416,b3,2016-12-23,,,true
man_5000m,1006710,記録会,2,39,"",108,416,b2,2016-12-23,,,true
man_5000m,972460,記録会,3,25,"",93,416,b3,2016-12-23,,,true
man_5000m,951850,記録会,4,9,"",106,416,b2,2016-12-23,,,true
man_5000m,973150,記録会,4,26,"",87,416,m2,2016-12-23,,,true
man_1500m,253230,記録会,"","","",86,419,ob,2017-03-18,PB,,false
man_5000m,1032930,記録会,"","","",86,419,ob,2017-03-18,,,false
man_3000mSC,"",,"","","",93,420,b4,2017-03-25,DNS,,false
man_800m,123770,予選,4,5,3,102,420,b4,2017-03-25,,,false
man_5000m,1011540,予選,1,"","",99,420,b4,2017-03-25,,,false
man_5000m,1092680,予選,1,"","",98,420,b4,2017-03-25,,,false
man_5000m,1153920,予選,1,"","",107,420,b3,2017-03-25,,,false
man_5000m,972670,予選,3,"","",86,420,ob,2017-03-25,,,false
man_5000m,1045850,予選,3,"","",108,420,b3,2017-03-25,,,false
man_5000m,"",,"","","",106,420,b3,2017-03-25,DNS,,false
man_1500m,253280,予選,6,"",11,93,420,b4,2017-03-25,,,false
man_1500m,253280,予選,6,"",11,86,420,ob,2017-03-25,,,false
man_1500m,259860,記録会,5,14,11,93,423,b4,2017-05-06,,,false
man_800m,"",,"","","",102,423,b4,2017-05-06,DNS,,false
man_5000m,1114260,記録会,1,"","",98,423,b4,2017-05-06,,,false
man_5000m,1074010,記録会,1,"","",111,423,b2,2017-05-06,,,false
man_5000m,1166570,記録会,1,"","",107,423,b3,2017-05-06,,,false
man_5000m,981440,記録会,2,"","",93,423,b4,2017-05-06,,,false
man_5000m,973290,記録会,2,"","",106,423,b3,2017-05-06,,,false
man_5000m,"",,"","","",108,423,b3,2017-05-06,DNS,,false
man_5000m,"",,"","","",99,423,b4,2017-05-06,DNS,,false
man_1500m,271120,記録会,5,4,17,111,425,b2,2017-06-03,,,false
man_1500m,270550,記録会,7,9,19,108,425,b3,2017-06-03,,,false
man_1500m,257070,記録会,9,3,10,106,425,b3,2017-06-03,,,false
man_1500m,255890,記録会,12,5,16,93,425,b4,2017-06-03,,,false
man_5000m,1036050,記録会,8,6,36,108,425,b3,2017-06-03,,,false
man_5000m,972980,記録会,13,11,31,106,425,b3,2017-06-03,,,false
man_5000m,1009870,,"","","",106,427,b3,2017-06-10,,,false
man_800m,125070,,3,8,"",102,428,b4,2017-06-17,,,false
man_1500m,254980,,1,14,17,93,428,b4,2017-06-17,,,false
man_5000m,1030470,OP,1,19,"",108,428,b3,2017-06-17,,,false
man_5000m,1089310,OP,2,22,"",98,428,b4,2017-06-17,,,false
man_1500m,248130,決勝,2,15,"",93,429,b4,2017-06-25,PB,,false
man_5000m,1106870,OP,1,25,"",98,429,b4,2017-06-25,,,false
man_5000m,"",OP,1,26,"",107,429,b3,2017-06-25,DNF,,false
man_5000m,1077340,OP,1,27,"",158,429,b1,2017-06-25,,,false
man_5000m,1118800,OP,1,28,"",162,429,b1,2017-06-25,,,false
man_5000m,983510,決勝,1,12,"",106,429,b3,2017-06-25,,,false
man_5000m,1004410,決勝,1,19,"",108,429,b3,2017-06-25,,,false
man_5000m,1032910,決勝,1,23,"",111,429,b2,2017-06-25,,,false
man_1500m,255950,記録会,1,11,"",93,430,b4,2017-07-08,,,false
man_1500m,283530,記録会,2,16,"",158,430,b1,2017-07-08,,,false
man_1500m,274000,十種,"","","",109,431,b2,2017-07-22,,,false
man_5000m,"",,"","","",107,431,b3,2017-07-22,DNS,,false
man_1500m,"",予選,2,"","",93,436,b4,2017-09-15,DNS,,false
man_1500m,281300,予選,4,15,16,99,436,b4,2017-09-15,,,false
woman_1500m,361830,OP,1,18,15,161,436,b1,2017-09-15,,,false
man_1500m,303590,OP,3,9,18,98,436,b4,2017-09-15,,,false
man_1500m,307310,OP,3,9,19,107,436,b3,2017-09-15,,,false
man_1500m,272840,OP,3,10,8,158,436,b1,2017-09-15,,,false
man_1500m,282440,OP,3,11,11,162,436,b1,2017-09-15,,,false
man_10000m,2068670,タイムレース,2,14,22,106,436,b3,2017-09-15,,,false
man_10000m,2153390,タイムレース,2,24,24,108,436,b3,2017-09-15,,,false
man_1500m,270810,十種,1,9,1,109,436,b2,2017-09-15,PB,739,false
man_1500m,279070,予選,1,16,13,111,436,b2,2017-09-15,,,false
man_800m,123530,予選,6,8,8,102,436,b4,2017-09-15,,,false
man_3000mSC,645040,決勝,1,5,13,111,436,b2,2017-09-15,,,false
man_5000m,1044280,OP,2,10,25,108,436,b3,2017-09-15,,,false
man_5000m,1036420,OP,3,21,22,111,436,b2,2017-09-15,,,false
man_5000m,1124250,OP,4,20,31,98,436,b4,2017-09-15,,,false
