competition,result,round,group,rane,finish,athlete_id,tournament_id,grade,established_date,information,condition,official
man_5000m,1033530,OP,1,3,5,68,262,b3,2011-11-26,,,true
man_5000m,919240,記録会,19,9,9,66,263,b2,2011-12-04,,,true
man_5000m,979040,記録会,8,7,18,87,263,b1,2011-12-04,,,true
man_5000m,997370,記録会,5,5,13,74,263,b1,2011-12-04,,,true
man_5000m,1015400,記録会,4,15,14,65,263,b2,2011-12-04,,,true
man_5000m,1027680,記録会,5,6,32,63,263,b4,2011-12-04,,,true
man_5000m,1041360,記録会,3,8,19,71,263,b2,2011-12-04,PB,,true
man_5000m,1066180,記録会,1,6,5,139,263,b3,2011-12-04,,,true
man_5000m,1106660,記録会,3,7,39,68,263,b3,2011-12-04,,,true
man_10000m,2121620,記録会,"",7,"",68,264,b3,2011-12-10,PB,,true
man_3000m,627130,,1,"","",139,266,b3,2011-12-23,,,true
man_5000m,943900,,6,"","",66,266,b2,2011-12-23,,,true
man_5000m,994300,,4,"","",74,266,b1,2011-12-23,,,true
man_5000m,1030600,,3,"","",68,266,b3,2011-12-23,,,true
man_800m,129750,記録会,"","","",139,267,b3,2012-03-22, ,,true
man_1500m,266400,記録会,"","","",139,267,b3,2012-03-22,PB,,true
man_800m,123580,記録会,23,6,5,63,268,b4,2012-03-26,,,true
woman_800m,152920,記録会,6,6,1,75,268,b1,2012-03-26,,,true
man_1500m,347180,記録会,1,"",5,140,268,b1,2012-03-26,,,true
man_1500m,254910,記録会,11,"",1,66,268,b2,2012-03-26,,,true
man_5000m,1069800,記録会,2,"",13,68,268,b3,2012-03-26,,,true
man_5000m,983590,記録会,3,"",2,87,268,b1,2012-03-26,,,true
man_5000m,1023610,記録会,3,"",14,74,268,b1,2012-03-26,,,true
man_5000m,936930,記録会,5,"",1,66,268,b2,2012-03-26,,,true
man_800m,123480,記録会,1,3,1,63,269,m1,2012-04-07,,,true
woman_800m,152860,記録会,3,4,4,75,269,b2,2012-04-07,,,true
man_3000mSC,628440,記録会,2,1,"",65,270,b3,2012-04-14,,,true
man_800m,118850,記録会,3,6,2,63,271,m1,2012-04-28,PB,,true
man_1500m,333990,記録会,1,1,19,140,272,b2,2012-05-05,PB,,true
man_1500m,326040,記録会,1,2,17,62,272,b4,2012-05-05,,,true
man_1500m,"",記録会,4,5,"",65,272,b3,2012-05-05,DNS,,true
man_1500m,262400,記録会,5,4,14,74,272,b2,2012-05-05,,,true
man_1500m,253370,記録会,8,5,9,66,272,b4,2012-05-05,,,true
woman_800m,144100,記録会,3,6,4,75,272,b2,2012-05-05,,,true
man_5000m,"",記録会,2,12,"",68,272,b4,2012-05-05,DNS,,true
man_5000m,1049640,記録会,3,19,22,74,272,b2,2012-05-05,,,true
man_5000m,"",記録会,3,20,"",65,272,b3,2012-05-05,DNS,,true
man_5000m,"",記録会,4,19,"",87,272,b2,2012-05-05,DNF,,true
man_5000m,942020,記録会,7,23,4,66,272,b3,2012-05-05,,,true
man_800m,120950,予選,1,5,2,63,275,m1,2012-06-02,,,true
man_800m,126680,予選,3,7,5,139,275,b4,2012-06-02,,,true
man_800m,120710,予選,"",1,5,63,275,m1,2012-06-02,,,true
man_800m,"",OP,3,5,"",140,275,b2,2012-06-02,DNS,,true
man_1500m,252030,決勝,2,2,2,66,275,b3,2012-06-02,,,true
man_1500m,258690,予選,2,9,5,74,275,b2,2012-06-02,,,true
man_1500m,278960,予選,2,12,9,71,275,b3,2012-06-02,,,true
man_5000m,931220,決勝,1,8,8,66,275,b3,2012-06-02,,,true
man_5000m,978290,予選,1,18,17,87,275,b2,2012-06-02,,,true
man_5000m,1029020,予選,1,21,20,65,275,b3,2012-06-02,,,true
man_5000m,991020,OP,2,19,8,74,275,b2,2012-06-02,,,true
man_5000m,1140860,OP,2,24,24,68,275,b4,2012-06-02,,,true
man_5000m,"",OP,3,19,"",62,275,b4,2012-06-02,DNS,,true
woman_800m,"",予選,1,5,"",75,275,b2,2012-06-02,DNS,,true
man_800m,119210,予選,1,3,3,74,276,b2,2012-06-16,,,true
man_800m,122590,予選,2,5,2,63,276,m1,2012-06-16,DNS,,true
man_800m,120370,決勝,1,1,"",74,276,b2,2012-06-16,,,true
man_800m,118750,決勝,1,8,"",63,276,m1,2012-06-16,,,true
man_1500m,265400,予選,2,2,15,71,276,b3,2012-06-16,,,true
man_1500m,274520,予選,2,7,18,65,276,b3,2012-06-16,,,true
man_1500m,375480,OP,1,5,8,140,276,b2,2012-06-16,,,true
man_5000m,918640,予選,1,4,5,66,276,b3,2012-06-16,,,true
man_5000m,954070,予選,1,14,11,87,276,b2,2012-06-16,PB,,true
man_5000m,"",OP,1,22,"",74,276,b2,2012-06-16,,,true
man_5000m,"",OP,1,23,"",65,276,b3,2012-06-16,DNS,,true
man_5000m,1037260,OP,2,5,3,68,276,b3,2012-06-16,,,true
woman_800m,"",予選,1,5,"",75,276,b2,2012-06-16,DNS,,true
man_3000mSC,605530,記録会,1,9,"",74,277,b2,2012-06-23,,,true
man_3000mSC,653780,記録会,1,10,"",65,277,b3,2012-06-23,,,true
man_3000mSC,616230,記録会,1,12,"",87,277,b2,2012-06-23,PB,,true
man_800m,124230,記録会,"","","",74,138,b2,2007-11-11,,,true
man_1500m,"",記録会,"","","",87,138,b2,2007-11-11,,,true
man_1500m,271350,記録会,"","","",68,146,b4,2008-03-27,,,true
man_800m,"",記録会,"","","",119,146,b3,2008-03-27,DNS,,true
man_1500m,255310,予選,1,16,"",74,281,b2,2012-08-28,,,true
man_1500m,265310,予選,2,19,"",71,281,b3,2012-08-28,PB,,true
man_1500m,254770,予選,3,15,"",87,281,b2,2012-08-28,PB,,true
man_1500m,301300,OP,1,3,"",139,281,b4,2012-08-28,,,true
man_1500m,375730,OP,1,20,"",140,281,b2,2012-08-28,,,true
man_10000m,"",決勝,1,20,"",68,281,b4,2012-08-28,DSQ,,true
man_10000m,2015550,決勝,2,19,9,66,281,b3,2012-08-28,,,true
man_800m,120390,予選,2,6,"",74,281,b2,2012-08-28,,,true
man_800m,119820,予選,5,6,"",63,281,m1,2012-08-28,,,true
man_800m,125010,予選,6,8,"",83,281,b1,2012-08-28,,,true
man_800m,125840,準決勝,2,4,"",74,281,b2,2012-08-28,,,true
man_800m,118920,準決勝,3,3,"",63,281,m1,2012-08-28,,,true
man_3000mSC,619590,決勝,1,18,"",65,281,b3,2012-08-28,,,true
woman_800m,155190,予選,1,5,"",75,281,b2,2012-08-28,,,true
man_5000m,979390,決勝,1,9,11,87,281,b2,2012-08-28,,,true
man_5000m,1015940,決勝,1,26,19,71,281,b3,2012-08-28,,,true
man_5000m,925030,決勝,2,16,8,66,281,b3,2012-08-28,,,true
man_5000m,1054810,OP,1,13,"",68,281,b4,2012-08-28,,,true
man_1500m,269000,予選,1,4,"",71,282,b3,2012-09-08,,,true
man_1500m,252010,予選,3,7,"",74,282,b2,2012-09-08,PB,,true
man_1500m,253280,予選,4,11,"",87,282,b2,2012-09-08,,,true
man_1500m,252760,決勝,"",6,"",87,282,b2,2012-09-08,PB,,true
man_1500m,259000,決勝,"",15,"",74,282,b2,2012-09-08,,,true
man_1500m,276690,OP,2,5,"",68,282,b4,2012-09-08,,,true
man_1500m,294350,OP,2,28,"",139,282,b3,2012-09-08,,,true
man_1500m,375180,OP,2,14,"",140,282,b2,2012-09-08,,,true
man_3000mSC,629600,予選,2,3,"",65,282,b3,2012-09-08,,,true
man_3000mSC,608350,決勝,"",18,"",65,282,b3,2012-09-08,,,true
woman_3000m,"",決勝,"",5,"",72,282,b3,2012-09-08,DNF,,true
man_800m,121980,予選,4,5,"",63,282,m1,2012-09-08,,,true
man_800m,126900,予選,6,8,"",83,282,b1,2012-09-08,,,true
man_800m,123730,予選,7,5,"",74,282,b2,2012-09-08,,,true
man_800m,120660,準決勝,2,6,"",74,282,b2,2012-09-08,,,true
man_800m,119010,準決勝,3,3,"",63,282,m1,2012-09-08,,,true
man_800m,120380,決勝,"",5,"",63,282,m1,2012-09-08,,,true
man_5000m,997740,予選,1,8,"",71,282,b3,2012-09-08,PB,,true
man_5000m,976600,予選,2,11,"",87,282,b2,2012-09-08,,,true
man_5000m,997630,予選,3,8,"",66,282,b3,2012-09-08,,,true
man_5000m,973990,決勝,"",12,"",87,282,b2,2012-09-08,,,true
man_5000m,957530,決勝,"",13,"",66,282,b3,2012-09-08,,,true
man_5000m,1071540,OP,2,9,"",68,282,b4,2012-09-08,,,true
woman_800m,151520,予選,3,5,"",75,282,b2,2012-09-08,,,true
woman_800m,149730,決勝,"",3,"",75,282,b2,2012-09-08,,,true
man_3000m,564750,記録会,"","","",87,284,b2,2012-09-30,,5傑更新,true
man_3000m,540980,記録会,"","","",66,284,b3,2012-09-30,PB,電通大記録更新,true
man_3000m,659490,記録会,"","","",86,284,b2,2012-09-30,,,true
man_3000m,621210,記録会,"","","",68,284,b4,2012-09-30,,,true
man_3000m,581060,記録会,"","","",71,284,b3,2012-09-30,PB,5傑更新,true
man_3000m,612450,記録会,"","","",65,284,b3,2012-09-30,,,true
man_1500m,249050,記録会,"","","",63,208,m1,2009-11-14,手動（非公認）,,true
man_800m,124690,記録会,"","","",74,283,b2,2012-09-29,,,true
man_5000m,1007570,記録会,"","","",57,286,ob,2012-10-27,,,true
man_800m,127390,ﾐﾄﾞﾙﾃﾞｨｽﾀﾝｽﾃﾞｭｱｽﾛﾝ,"","","",63,287,m1,2012-10-28,,,true
man_800m,122160,ﾐﾄﾞﾙﾃﾞｨｽﾀﾝｽﾃﾞｭｱｽﾛﾝ,"","","",74,287,b2,2012-10-28,,,true
woman_800m,147380,ﾐﾄﾞﾙﾃﾞｨｽﾀﾝｽﾃﾞｭｱｽﾛﾝ,"","","",75,287,b2,2012-10-28,,,true
man_1500m,"",ﾐﾄﾞﾙﾃﾞｨｽﾀﾝｽﾃﾞｭｱｽﾛﾝ,"","","",63,287,m1,2012-10-28,DNS,,true
man_1500m,255960,ﾐﾄﾞﾙﾃﾞｨｽﾀﾝｽﾃﾞｭｱｽﾛﾝ,"","","",74,287,b2,2012-10-28,,,true
woman_1500m,308340,ﾐﾄﾞﾙﾃﾞｨｽﾀﾝｽﾃﾞｭｱｽﾛﾝ,"","","",75,287,b2,2012-10-28,,,true
man_1500m,"",記録会,"","","",63,177,m1,2008-11-09,DNS,,true
man_1500m,263110,記録会,"","","",71,177,b3,2008-11-09,PB,,true
man_1500m,278870,記録会,"","","",86,177,b2,2008-11-09,,,true
man_1500m,249600,記録会,"","","",87,177,b2,2008-11-09,PB,,true
man_800m,122050,記録会,"","","",78,288,m2,2012-11-03,,,true
man_800m,121560,記録会,"","","",69,288,b4,2012-11-03,,,true
man_800m,124320,記録会,"","","",119,288,b3,2012-11-03,,,true
man_800m,135630,記録会,"","","",76,288,b2,2012-11-03,PB,,true
man_800m,127830,記録会,"","","",90,288,b2,2012-11-03,PB,,true
man_800m,"",記録会,"","","",63,177,m1,2008-11-09,DNS,,true
man_800m,120760,記録会,"","","",74,177,b2,2008-11-09,,,true
man_800m,"",記録会,"","","",83,177,b1,2008-11-09,DNS,,true
man_5000m,1066700,記録会,"","","",68,177,b4,2008-11-09,,,true
man_5000m,999840,記録会,"","","",65,177,b3,2008-11-09,,,true
man_5000m,999820,記録会,"","","",71,177,b3,2008-11-09,,,true
man_5000m,932690,記録会,"","","",66,177,b3,2008-11-09,,,true
man_5000m,1055810,記録会,"","","",86,177,b2,2008-11-09,,,true
man_5000m,940580,記録会,"","","",87,177,b2,2008-11-09,PB,,true
woman_800m,149500,記録会,"","","",75,177,b2,2008-11-09,,,true
man_800m,"",決勝,3,3,"",63,289,m1,2012-11-10,DNS,,true
man_800m,121170,決勝,3,7,"",74,289,b2,2012-11-10,,,true
woman_800m,150830,決勝,2,5,"",75,289,b2,2012-11-10,,,true
man_1500m,"",決勝,2,1,"",63,289,m1,2012-11-10,DNS,,true
man_5000m,978300,記録会,"","","",65,89,b3,2005-12-03,PB,,true
man_5000m,"",記録会,"","","",62,290,b4,2012-11-18,DNS,,true
man_5000m,1029690,記録会,"","","",68,290,b4,2012-11-18,,,true
man_5000m,1014070,記録会,"","","",71,290,b3,2012-11-18,,,true
man_5000m,942370,記録会,"","","",66,290,b3,2012-11-18,,,true
man_5000m,1014260,記録会,"","","",86,290,b2,2012-11-18,PB,,true
man_5000m,959580,記録会,"","","",87,290,b2,2012-11-18,,,true
man_5000m,966620,記録会,"","","",74,290,b2,2012-11-18,PB,,true
man_10000m,2225470,記録会,"","","",68,291,b4,2012-12-01,,,true
woman_3000m,715080,記録会,"","","",75,291,b2,2012-12-01,PB,電通大記録更新,true
man_5000m,1241600,記録会,"","","",62,291,b4,2012-12-01,,,true
man_5000m,1010180,記録会,"","","",68,291,b4,2012-12-01,PB,,true
man_5000m,1015040,記録会,"","","",65,291,b3,2012-12-01,,,true
man_5000m,979560,記録会,"","","",71,291,b3,2012-12-01,PB,,true
man_5000m,923390,記録会,"","","",66,291,b3,2012-12-01,,,true
man_5000m,993390,記録会,"","","",86,291,b2,2012-12-01,PB,,true
man_5000m,937620,記録会,"","","",74,291,b2,2012-12-01,PB,,true
woman_3000m,"",記録会,"","","",75,293,b2,2012-12-22,DNS,,true
man_5000m,1026790,決勝,3,17,"",141,244,b4,2010-12-23,,,true
man_5000m,1117130,決勝,4,6,"",86,244,b2,2010-12-23,,,true
man_5000m,1037860,決勝,5,22,"",65,244,b3,2010-12-23,,,true
man_5000m,960030,決勝,5,13,"",74,244,b2,2010-12-23,,,true
man_5000m,929240,決勝,6,27,"",87,244,b2,2010-12-23,PB,,true
man_1500m,263470,記録会,2,11,1,86,300,b3,2013-04-01,,,true
man_5000m,1075990,記録会,1,5,9,86,300,b3,2013-04-01,,,true
man_5000m,974800,記録会,1,4,3,87,300,b3,2013-04-01,,,true
man_5000m,1026340,記録会,1,2,8,74,300,b3,2013-04-01,,,true
man_5000m,937190,記録会,1,3,2,66,300,b4,2013-04-01,,,true
man_5000m,1145230,記録会,1,9,12,68,300,m1,2013-04-01,,,true
man_800m,135200,記録会,2,3,5,86,269,b3,2012-04-07,,,true
man_800m,128440,記録会,2,5,3,74,269,b3,2012-04-07,,,true
man_1500m,279560,記録会,1,9,9,86,269,b3,2012-04-07,,,true
man_1500m,265190,記録会,1,10,7,74,269,b3,2012-04-07,,,true
woman_800m,149280,記録会,1,3,2,75,269,b3,2012-04-07,,,true
man_800m,117880,記録会,8,2,2,63,301,m2,2013-04-27,PB,電通大５傑更新！！,true
man_800m,118720,記録会,"","","",63,189,m2,2009-05-03,,,true
man_800m,122800,記録会,"","","",86,189,b3,2009-05-03,PB,,true
man_800m,119030,記録会,"","","",74,189,b3,2009-05-03,PB,電通大５傑更新！！,true
man_1500m,258450,記録会,"","","",86,189,b3,2009-05-03,PB,,true
man_1500m,252190,記録会,"","","",74,189,b3,2009-05-03,,,true
man_5000m,1055260,記録会,"","","",71,189,b4,2009-05-03,,,true
man_5000m,1057040,記録会,"","","",65,189,b4,2009-05-03,,,true
man_5000m,958380,記録会,"","","",66,189,b4,2009-05-03,,,true
man_5000m,949070,記録会,"","","",87,189,b3,2009-05-03,,,true
woman_800m,145200,記録会,"","","",75,189,b3,2009-05-03,,,true
man_800m,118670,記録会,4,3,1,63,304,m2,2013-05-05,,,true
man_800m,126000,記録会,4,4,5,86,304,b3,2013-05-05,,,true
man_800m,121090,記録会,4,2,3,74,304,b3,2013-05-05,,,true
woman_800m,146670,記録会,1,6,3,75,304,b3,2013-05-05,,,true
man_800m,117140,記録会,9,2,4,63,305,m2,2013-05-11,PB,,true
man_800m,117640,記録会,8,1,4,74,305,b3,2013-05-11,PB,,true
man_1500m,270470,記録会,7,2,17,71,305,b4,2013-05-11,,,true
man_1500m,256050,記録会,7,1,7,86,305,b3,2013-05-11,PB,,true
man_5000m,"",記録会,"","","",68,305,m1,2013-05-11,,,true
man_5000m,1024470,記録会,4,18,27,71,305,b4,2013-05-11,,,true
man_5000m,1156850,記録会,2,12,36,65,305,b4,2013-05-11,,,true
man_5000m,947330,記録会,10,20,17,66,305,b4,2013-05-11,,,true
man_5000m,1031930,記録会,6,11,28,86,305,b3,2013-05-11,,,true
man_5000m,"",記録会,"","","",87,305,b3,2013-05-11,,,true
man_800m,118950,予選,1,4,3,63,307,m2,2013-06-01,,,true
man_800m,120470,予選,2,4,2,74,307,b3,2013-06-01,,,true
man_800m,123800,予選,3,7,5,86,307,b3,2013-06-01,,,true
man_800m,118800,決勝,1,8,4,63,307,m2,2013-06-01,,,true
man_1500m,251300,決勝,2,1,2,87,307,b3,2013-06-01,手動,,true
man_1500m,271300,決勝,2,6,6,86,307,b3,2013-06-01,手動,,true
man_1500m,272000,決勝,2,9,7,71,307,b4,2013-06-01,手動,,true
man_5000m,1013000,決勝,1,5,21,71,307,b4,2013-06-01,,,true
man_5000m,937780,決勝,1,19,11,66,307,b4,2013-06-01,,,true
man_5000m,943040,決勝,1,26,13,87,307,b3,2013-06-01,,,true
man_5000m,1135330,OP,2,20,21,68,307,m1,2013-06-01,,,true
man_5000m,1099000,OP,2,22,20,65,307,b4,2013-06-01,,,true
man_800m,116440,記録会,11,3,2,63,308,m2,2013-06-15,PB,電通大記録,true
man_800m,123730,記録会,7,5,5,86,308,b3,2013-06-15,,,true
man_800m,130350,記録会,10,6,6,74,308,b3,2013-06-15,,,true
man_1500m,249870,記録会,12,15,11,87,308,b3,2013-06-15,,,true
man_5000m,994540,記録会,5,17,19,71,308,b4,2013-06-15,,,true
man_5000m,973850,記録会,4,20,1,86,308,b3,2013-06-15,PB,,true
man_800m,121590,決勝,1,6,6,63,310,m2,2013-07-06,,,true
man_800m,119190,決勝,1,7,4,74,310,b3,2013-07-06,,,true
man_800m,124660,決勝,2,6,4,86,310,b3,2013-07-06,,,true
man_1500m,247130,決勝,1,7,5,87,310,b3,2013-07-06,PB,電通大５傑更新,true
man_1500m,266960,決勝,1,13,13,74,310,b3,2013-07-06,,,true
man_1500m,260830,決勝,2,1,2,86,310,b3,2013-07-06,,,true
man_1500m,"",OP,1,6,"",63,310,m2,2013-07-06,,,true
man_1500m,"",OP,2,7,"",71,310,b4,2013-07-06,,,true
man_1500m,"",OP,3,2,"",65,310,b4,2013-07-06,,,true
man_5000m,956630,決勝,1,6,5,66,310,b4,2013-07-06,,,true
man_5000m,"",決勝,1,8,"",87,310,b3,2013-07-06,,,true
man_5000m,1070920,決勝,1,19,21,71,310,b4,2013-07-06,,,true
man_5000m,1083860,OP,2,4,5,68,310,m1,2013-07-06,,,true
woman_800m,143610,決勝,1,2,2,75,310,b3,2013-07-06,,,true
man_1500m,251790,決勝,4,7,2,66,311,b4,2013-07-13,,,true
man_1500m,251020,決勝,5,13,9,87,311,b3,2013-07-13,,,true
man_5000m,1021560,決勝,3,18,11,71,311,b4,2013-07-13,,,true
man_5000m,950200,決勝,8,20,21,66,311,b4,2013-07-13,,,true
woman_800m,147890,決勝,1,2,3,75,311,b3,2013-07-13,,,true
man_1500m,"",記録会,5,8,"",63,146,m2,2008-03-27,,,true
man_1500m,292650,記録会,5,9,12,86,146,b3,2008-03-27,,,true
man_800m,122450,予選,3,2,2,74,317,b3,2013-09-22,,,true
man_800m,125480,予選,4,2,2,63,317,m2,2013-09-22,,,true
man_800m,125340,予選,5,8,3,86,317,b3,2013-09-22,,,true
man_800m,118700,準決勝,1,7,3,63,317,m2,2013-09-22,手動,,true
man_800m,127300,準決勝,2,2,8,86,317,b3,2013-09-22,手動,,true
man_800m,116800,準決勝,3,5,3,74,317,b3,2013-09-22,手動,,true
man_800m,122160,決勝,1,2,7,74,317,b3,2013-09-22,,,true
man_1500m,264180,予選,2,1,7,71,317,b4,2013-09-22,,,true
man_1500m,251960,予選,3,6,4,87,317,b3,2013-09-22,,,true
man_1500m,250830,予選,4,11,4,74,317,b3,2013-09-22,,,true
man_1500m,248570,決勝,1,5,12,87,317,b3,2013-09-22,,,true
man_1500m,255190,決勝,1,11,14,74,317,b3,2013-09-22,,,true
man_1500m,248740,OP,1,2,2,66,317,b4,2013-09-22,,,true
man_1500m,285220,OP,1,15,12,68,317,m1,2013-09-22,,,true
man_5000m,947700,予選,1,18,6,66,317,b4,2013-09-22,手動,,true
man_5000m,1002400,予選,1,19,16,71,317,b4,2013-09-22,手動,,true
man_5000m,955300,予選,2,8,1,87,317,b3,2013-09-22,手動,,true
man_5000m,922370,決勝,1,16,10,66,317,b4,2013-09-22,,,true
man_5000m,934100,決勝,1,18,13,87,317,b3,2013-09-22,,,true
man_5000m,"",OP,2,10,"",65,317,b4,2013-09-22,,,true
man_5000m,989500,OP,2,11,6,86,317,b3,2013-09-22,手動,,true
man_5000m,1081200,OP,2,12,18,68,317,m1,2013-09-22,手動,,true
man_3000mSC,690880,決勝,2,6,10,86,317,b3,2013-09-22,,,true
woman_800m,149800,予選,4,5,1,75,317,b3,2013-09-22,手動,,true
woman_800m,147600,決勝,1,4,4,75,317,b3,2013-09-22,,,true
man_800m,117670,予選,6,5,4,63,318,m2,2013-10-14,,,true
man_800m,125230,予選,7,2,6,86,318,b3,2013-10-14,,,true
man_800m,130910,予選,8,5,7,74,318,b3,2013-10-14,,,true
man_800m,116380,準決勝,1,2,3,63,318,m2,2013-10-14,PB  ,電通大記録,true
man_800m,116780,決勝,1,2,7,63,318,m2,2013-10-14,,,true
man_1500m,254860,予選,2,9,8,86,318,b3,2013-10-14,PB  ,,true
man_1500m,249910,予選,3,12,5,87,318,b3,2013-10-14,,,true
man_1500m,265670,予選,4,13,11,74,318,b3,2013-10-14,,,true
man_1500m,259370,OP,3,9,7,71,318,b4,2013-10-14,,,true
man_5000m,909130,決勝,1,17,11,66,318,b4,2013-10-14,PB,五傑更新,true
man_5000m,"",決勝,1,13,"",87,318,b3,2013-10-14,,,true
man_5000m,1024890,決勝,2,7,22,71,318,b4,2013-10-14,,,true
man_5000m,1062250,OP,2,16,27,68,318,m1,2013-10-14,,,true
man_5000m,"",OP,2,34,"",65,318,b4,2013-10-14,,,true
man_5000m,1001980,OP,3,10,9,86,318,b3,2013-10-14,,,true
man_10000m,"",決勝,2,2,"",68,318,m1,2013-10-14,,,true
man_10000m,2052150,決勝,2,8,3,66,318,b4,2013-10-14,,,true
woman_800m,143330,予選,2,7,3,75,318,b3,2013-10-14,,,true
man_800m,125690,記録会,2,4,7,63,319,m2,2013-10-20,,,true
man_800m,127400,記録会,4,8,5,86,319,b3,2013-10-20,,,true
man_800m,120570,記録会,3,2,1,74,319,b3,2013-10-20,,,true
man_1500m,257380,記録会,1,2,7,63,319,m2,2013-10-20,,,true
man_1500m,272980,記録会,2,7,11,86,319,b3,2013-10-20,,,true
man_1500m,257920,記録会,2,11,2,74,319,b3,2013-10-20,,,true
woman_800m,147480,記録会,1,6,2,75,319,b3,2013-10-20,,,true
woman_1500m,313290,記録会,1,5,8,75,319,b3,2013-10-20,,,true
man_5000m,"",記録会,3,3,"",63,321,m2,2013-11-02,,,true
man_5000m,1062660,記録会,4,30,14,68,321,m1,2013-11-02,,,true
man_5000m,992270,記録会,3,27,18,71,321,b4,2013-11-02,,,true
man_5000m,918370,記録会,1,24,11,66,321,b4,2013-11-02,,,true
man_5000m,1058480,記録会,2,22,23,86,321,b3,2013-11-02,,,true
man_5000m,946570,記録会,2,6,8,74,321,b3,2013-11-02,,,true
man_1500m,288390,記録会,1,2,4,80,321,b4,2013-11-02,十種競技,,true
man_3000mSC,"",記録会,2,7,"",86,322,b3,2013-11-09,,,true
man_3000mSC,623570,記録会,1,5,7,74,322,b3,2013-11-09,,,true
man_5000m,1037830,記録会,2,8,21,68,323,m1,2013-11-17,,,true
man_5000m,943830,記録会,18,8,20,87,323,b3,2013-11-17,,,true
man_10000m,1963460,記録会,1,23,30,66,324,b4,2013-11-23,,,true
man_10000m,1935870,記録会,1,24,22,87,324,b3,2013-11-23,PB,,true
man_5000m,985650,記録会,6,10,15,63,325,m2,2013-12-01,PB,,true
man_5000m,1036710,記録会,4,15,29,68,325,m1,2013-12-01,,,true
man_5000m,1025740,記録会,7,14,35,71,325,b4,2013-12-01,,,true
man_5000m,923480,記録会,19,13,10,66,325,b4,2013-12-01,,,true
man_5000m,972610,記録会,9,19,12,86,325,b3,2013-12-01,PB,,true
man_5000m,939090,記録会,18,13,16,87,325,b3,2013-12-01,,,true
man_5000m,1008080,記録会,13,8,42,74,325,b3,2013-12-01,,,true
man_5000m,1040450,記録会,3,38,30,68,327,m1,2013-12-23,,,true
man_5000m,1021260,記録会,5,7,28,71,327,b4,2013-12-23,,,true
man_5000m,929070,記録会,6,28,18,66,327,b4,2013-12-23,,,true
man_5000m,924450,記録会,6,35,17,87,327,b3,2013-12-23,PB,電通大５傑更新,true
man_5000m,952850,記録会,6,4,30,74,327,b3,2013-12-23,,,true
woman_3000m,710060,記録会,1,15,8,75,327,b3,2013-12-23,,,true
man_1500m,409160,OB戦,2,12,15,122,330,,2014-03-23,,,true
man_1500m,391370,OB戦,2,11,14,123,330,,2014-03-23,,,true
man_1500m,"",OB戦,1,6,"",68,330,m1,2014-03-23,,,true
man_1500m,286350,OB戦,1,2,2,69,330,m1,2014-03-23,,,true
man_1500m,325780,OB戦,1,3,7,79,330,b4,2014-03-23,,,true
man_1500m,378500,OB戦,2,5,12,65,330,b4,2014-03-23,,,true
man_1500m,"",OB戦,1,5,"",71,330,b4,2014-03-23,,,true
man_1500m,324510,OB戦,2,3,6,80,330,b4,2014-03-23,,,true
man_1500m,"",OB戦,1,11,"",64,330,b4,2014-03-23,,,true
man_1500m,267780,OB戦,2,4,1,66,330,b4,2014-03-23,,,true
man_1500m,327560,OB戦,1,10,8,81,330,b4,2014-03-23,,,true
man_1500m,"",OB戦,1,13,"",86,330,b3,2014-03-23,,,true
man_1500m,270370,OB戦,2,8,2,87,330,b3,2014-03-23,,,true
man_1500m,311060,OB戦,1,9,4,88,330,b3,2014-03-23,,,true
man_1500m,357050,OB戦,1,7,12,89,330,b3,2014-03-23,,,true
man_1500m,272980,OB戦,1,12,1,74,330,b3,2014-03-23,,,true
woman_1500m,355180,OB戦,1,4,11,75,330,b3,2014-03-23,,,true
man_1500m,291350,OB戦,2,2,4,76,330,b3,2014-03-23,,,true
man_1500m,324510,OB戦,2,6,6,77,330,b3,2014-03-23,,,true
man_1500m,301830,OB戦,1,8,3,90,330,b3,2014-03-23,,,true
woman_1500m,377740,OB戦,2,9,11,85,330,b2,2014-03-23,,,true
man_1500m,324620,OB戦,1,1,5,82,330,b2,2014-03-23,,,true
man_1500m,288010,OB戦,2,1,3,83,330,b2,2014-03-23,,,true
man_1500m,337980,OB戦,2,7,8,91,330,b1,2014-03-23,,,true
woman_1500m,365380,OB戦,2,10,10,92,330,b1,2014-03-23,,,true
man_1500m,354760,OB戦,2,14,9,39,330,ob,2014-03-23,,,true
man_1500m,319460,OB戦,2,13,5,60,330,ob,2014-03-23,,,true
man_1500m,324940,OB戦,1,14,6,61,330,ob,2014-03-23,,,true
man_1500m,335960,OB戦,2,16,10,124,330,ob,2014-03-23,,,true
man_1500m,334720,OB戦,1,15,9,34,330,ob,2014-03-23,,,true
man_1500m,388570,OB戦,2,15,13,38,330,ob,2014-03-23,,,true
man_800m,118430,記録会,8,8,4,74,331,b3,2014-03-27,,,true
man_800m,"",記録会,5,6,"",63,331,d,2014-03-27,DNS,,true
man_5000m,"",記録会,3,11,"",86,331,b3,2014-03-27,DNS,,true
man_5000m,960610,記録会,4,23,13,87,331,b3,2014-03-27,,,true
man_5000m,1040560,記録会,3,25,19,71,331,b4,2014-03-27,,,true
man_5000m,"",記録会,1,24,"",68,331,d,2014-03-27,DNS,,true
man_1500m,"",記録会,8,5,"",86,331,b3,2014-03-27,DNS,,true
man_1500m,249260,記録会,8,3,3,74,331,b3,2014-03-27,PB,,true
